78039 silly lifecycle ansi-styles@1.0.0~preinstall: no script for preinstall, continuing
80355 verbose linkBins boom@2.10.1
80356 verbose linkMans boom@2.10.1
80357 silly build cryptiles@2.0.5
80358 info linkStuff cryptiles@2.0.5
80359 silly linkStuff cryptiles@2.0.5 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80360 verbose linkBins cryptiles@2.0.5
80361 verbose linkMans cryptiles@2.0.5
80362 silly build hooker@0.2.3
80363 info linkStuff hooker@0.2.3
80364 silly linkStuff hooker@0.2.3 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80365 verbose linkBins hooker@0.2.3
80366 verbose linkMans hooker@0.2.3
80367 silly build grunt-legacy-log@0.1.3
80368 info linkStuff grunt-legacy-log@0.1.3
80369 silly linkStuff grunt-legacy-log@0.1.3 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80370 verbose linkBins grunt-legacy-log@0.1.3
80371 verbose linkMans grunt-legacy-log@0.1.3
80372 silly build hooks-fixed@1.2.0
80373 info linkStuff hooks-fixed@1.2.0
80374 silly linkStuff hooks-fixed@1.2.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80375 verbose linkBins hooks-fixed@1.2.0
80376 verbose linkMans hooks-fixed@1.2.0
80377 silly build isarray@0.0.1
80378 info linkStuff isarray@0.0.1
80379 silly linkStuff isarray@0.0.1 has C:\Users\Ron\desktop\swiftsrv\node_modules\htmlparser2\node_modules as its parent node_modules
80380 verbose linkBins isarray@0.0.1
80381 verbose linkMans isarray@0.0.1
80382 silly build iconv-lite@0.4.13
80383 info linkStuff iconv-lite@0.4.13
80384 silly linkStuff iconv-lite@0.4.13 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80385 verbose linkBins iconv-lite@0.4.13
80386 verbose linkMans iconv-lite@0.4.13
80387 silly build ignore-by-default@1.0.1
80388 info linkStuff ignore-by-default@1.0.1
80389 silly linkStuff ignore-by-default@1.0.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80390 verbose linkBins ignore-by-default@1.0.1
80391 verbose linkMans ignore-by-default@1.0.1
80392 silly build imurmurhash@0.1.4
80393 info linkStuff imurmurhash@0.1.4
80394 silly linkStuff imurmurhash@0.1.4 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80395 verbose linkBins imurmurhash@0.1.4
80396 verbose linkMans imurmurhash@0.1.4
80397 silly build minimist@1.2.0
80398 info linkStuff minimist@1.2.0
80399 silly linkStuff minimist@1.2.0 has C:\Users\Ron\desktop\swiftsrv\node_modules\indent-string\node_modules as its parent node_modules
80400 verbose linkBins minimist@1.2.0
80401 verbose linkMans minimist@1.2.0
80402 silly build indexof@0.0.1
80403 info linkStuff indexof@0.0.1
80404 silly linkStuff indexof@0.0.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80405 verbose linkBins indexof@0.0.1
80406 verbose linkMans indexof@0.0.1
80407 silly build infinity-agent@2.0.3
80408 info linkStuff infinity-agent@2.0.3
80409 silly linkStuff infinity-agent@2.0.3 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80410 verbose linkBins infinity-agent@2.0.3
80411 verbose linkMans infinity-agent@2.0.3
80412 silly build inherits@2.0.1
80413 info linkStuff inherits@2.0.1
80414 silly linkStuff inherits@2.0.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80415 verbose linkBins inherits@2.0.1
80416 verbose linkMans inherits@2.0.1
80417 silly build ini@1.3.4
80418 info linkStuff ini@1.3.4
80419 silly linkStuff ini@1.3.4 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80420 verbose linkBins ini@1.3.4
80421 verbose linkMans ini@1.3.4
80422 silly build ipaddr.js@1.1.1
80423 info linkStuff ipaddr.js@1.1.1
80424 silly linkStuff ipaddr.js@1.1.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80425 verbose linkBins ipaddr.js@1.1.1
80426 verbose linkMans ipaddr.js@1.1.1
80427 silly build is@3.1.0
80428 info linkStuff is@3.1.0
80429 silly linkStuff is@3.1.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80430 verbose linkBins is@3.1.0
80431 verbose linkMans is@3.1.0
80432 silly build is-binary-path@1.0.1
80433 info linkStuff is-binary-path@1.0.1
80434 silly linkStuff is-binary-path@1.0.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80435 verbose linkBins is-binary-path@1.0.1
80436 verbose linkMans is-binary-path@1.0.1
80437 silly build is-buffer@1.1.3
80438 info linkStuff is-buffer@1.1.3
80439 silly linkStuff is-buffer@1.1.3 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80440 verbose linkBins is-buffer@1.1.3
80441 verbose linkMans is-buffer@1.1.3
80442 silly build flat@2.0.1
80443 info linkStuff flat@2.0.1
80444 silly linkStuff flat@2.0.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80445 verbose linkBins flat@2.0.1
80446 verbose linkMans flat@2.0.1
80447 silly build is-callable@1.1.3
80448 info linkStuff is-callable@1.1.3
80449 silly linkStuff is-callable@1.1.3 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80450 verbose linkBins is-callable@1.1.3
80451 verbose linkMans is-callable@1.1.3
80452 silly build is-date-object@1.0.1
80453 info linkStuff is-date-object@1.0.1
80454 silly linkStuff is-date-object@1.0.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80455 verbose linkBins is-date-object@1.0.1
80456 verbose linkMans is-date-object@1.0.1
80457 silly build is-dotfile@1.0.2
80458 info linkStuff is-dotfile@1.0.2
80459 silly linkStuff is-dotfile@1.0.2 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80460 verbose linkBins is-dotfile@1.0.2
80461 verbose linkMans is-dotfile@1.0.2
80462 silly build is-extendable@0.1.1
80463 info linkStuff is-extendable@0.1.1
80464 silly linkStuff is-extendable@0.1.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80465 verbose linkBins is-extendable@0.1.1
80466 verbose linkMans is-extendable@0.1.1
80467 silly build is-extglob@1.0.0
80468 info linkStuff is-extglob@1.0.0
80469 silly linkStuff is-extglob@1.0.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80470 verbose linkBins is-extglob@1.0.0
80471 verbose linkMans is-extglob@1.0.0
80472 silly build extglob@0.3.2
80473 info linkStuff extglob@0.3.2
80474 silly linkStuff extglob@0.3.2 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80475 verbose linkBins extglob@0.3.2
80476 verbose linkMans extglob@0.3.2
80477 silly build is-glob@2.0.1
80478 info linkStuff is-glob@2.0.1
80479 silly linkStuff is-glob@2.0.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80480 verbose linkBins is-glob@2.0.1
80481 verbose linkMans is-glob@2.0.1
80482 silly build glob-parent@2.0.0
80483 info linkStuff glob-parent@2.0.0
80484 silly linkStuff glob-parent@2.0.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80485 verbose linkBins glob-parent@2.0.0
80486 verbose linkMans glob-parent@2.0.0
80487 silly build glob-base@0.3.0
80488 info linkStuff glob-base@0.3.0
80489 silly linkStuff glob-base@0.3.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80490 verbose linkBins glob-base@0.3.0
80491 verbose linkMans glob-base@0.3.0
80492 silly build is-npm@1.0.0
80493 info linkStuff is-npm@1.0.0
80494 silly linkStuff is-npm@1.0.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80495 verbose linkBins is-npm@1.0.0
80496 verbose linkMans is-npm@1.0.0
80497 silly build is-posix-bracket@0.1.1
80498 info linkStuff is-posix-bracket@0.1.1
80499 silly linkStuff is-posix-bracket@0.1.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80500 verbose linkBins is-posix-bracket@0.1.1
80501 verbose linkMans is-posix-bracket@0.1.1
80502 silly build expand-brackets@0.1.5
80503 info linkStuff expand-brackets@0.1.5
80504 silly linkStuff expand-brackets@0.1.5 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80505 verbose linkBins expand-brackets@0.1.5
80506 verbose linkMans expand-brackets@0.1.5
80507 silly build is-primitive@2.0.0
80508 info linkStuff is-primitive@2.0.0
80509 silly linkStuff is-primitive@2.0.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80510 verbose linkBins is-primitive@2.0.0
80511 verbose linkMans is-primitive@2.0.0
80512 silly build is-equal-shallow@0.1.3
80513 info linkStuff is-equal-shallow@0.1.3
80514 silly linkStuff is-equal-shallow@0.1.3 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80515 verbose linkBins is-equal-shallow@0.1.3
80516 verbose linkMans is-equal-shallow@0.1.3
80517 silly build is-promise@2.1.0
80518 info linkStuff is-promise@2.1.0
80519 silly linkStuff is-promise@2.1.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80520 verbose linkBins is-promise@2.1.0
80521 verbose linkMans is-promise@2.1.0
80522 silly build is-property@1.0.2
80523 info linkStuff is-property@1.0.2
80524 silly linkStuff is-property@1.0.2 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80525 verbose linkBins is-property@1.0.2
80526 verbose linkMans is-property@1.0.2
80527 silly build generate-object-property@1.2.0
80528 info linkStuff generate-object-property@1.2.0
80529 silly linkStuff generate-object-property@1.2.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80530 verbose linkBins generate-object-property@1.2.0
80531 verbose linkMans generate-object-property@1.2.0
80532 silly build is-redirect@1.0.0
80533 info linkStuff is-redirect@1.0.0
80534 silly linkStuff is-redirect@1.0.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80535 verbose linkBins is-redirect@1.0.0
80536 verbose linkMans is-redirect@1.0.0
80537 silly build is-regex@1.0.3
80538 info linkStuff is-regex@1.0.3
80539 silly linkStuff is-regex@1.0.3 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80540 verbose linkBins is-regex@1.0.3
80541 verbose linkMans is-regex@1.0.3
80542 silly build is-stream@1.1.0
80543 info linkStuff is-stream@1.1.0
80544 silly linkStuff is-stream@1.1.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80545 verbose linkBins is-stream@1.1.0
80546 verbose linkMans is-stream@1.1.0
80547 silly build is-symbol@1.0.1
80548 info linkStuff is-symbol@1.0.1
80549 silly linkStuff is-symbol@1.0.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80550 verbose linkBins is-symbol@1.0.1
80551 verbose linkMans is-symbol@1.0.1
80552 silly build es-to-primitive@1.1.1
80553 info linkStuff es-to-primitive@1.1.1
80554 silly linkStuff es-to-primitive@1.1.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80555 verbose linkBins es-to-primitive@1.1.1
80556 verbose linkMans es-to-primitive@1.1.1
80557 silly build es-abstract@1.5.1
80558 info linkStuff es-abstract@1.5.1
80559 silly linkStuff es-abstract@1.5.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80560 verbose linkBins es-abstract@1.5.1
80561 verbose linkMans es-abstract@1.5.1
80562 silly build is-typedarray@1.0.0
80563 info linkStuff is-typedarray@1.0.0
80564 silly linkStuff is-typedarray@1.0.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80565 verbose linkBins is-typedarray@1.0.0
80566 verbose linkMans is-typedarray@1.0.0
80567 silly build isarray@1.0.0
80568 info linkStuff isarray@1.0.0
80569 silly linkStuff isarray@1.0.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80570 verbose linkBins isarray@1.0.0
80571 verbose linkMans isarray@1.0.0
80572 silly build isbinaryfile@3.0.0
80573 info linkStuff isbinaryfile@3.0.0
80574 silly linkStuff isbinaryfile@3.0.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80575 verbose linkBins isbinaryfile@3.0.0
80576 verbose linkMans isbinaryfile@3.0.0
80577 silly build isexe@1.1.2
80578 info linkStuff isexe@1.1.2
80579 silly linkStuff isexe@1.1.2 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80580 verbose linkBins isexe@1.1.2
80581 verbose linkMans isexe@1.1.2
80582 silly build isobject@2.1.0
80583 info linkStuff isobject@2.1.0
80584 silly linkStuff isobject@2.1.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80585 verbose linkBins isobject@2.1.0
80586 verbose linkMans isobject@2.1.0
80587 silly build isstream@0.1.2
80588 info linkStuff isstream@0.1.2
80589 silly linkStuff isstream@0.1.2 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80590 verbose linkBins isstream@0.1.2
80591 verbose linkMans isstream@0.1.2
80592 silly build jsbn@0.1.0
80593 info linkStuff jsbn@0.1.0
80594 silly linkStuff jsbn@0.1.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80595 verbose linkBins jsbn@0.1.0
80596 verbose linkMans jsbn@0.1.0
80597 silly build jodid25519@1.0.2
80598 info linkStuff jodid25519@1.0.2
80599 silly linkStuff jodid25519@1.0.2 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80600 verbose linkBins jodid25519@1.0.2
80601 verbose linkMans jodid25519@1.0.2
80602 silly build ecc-jsbn@0.1.1
80603 info linkStuff ecc-jsbn@0.1.1
80604 silly linkStuff ecc-jsbn@0.1.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80605 verbose linkBins ecc-jsbn@0.1.1
80606 verbose linkMans ecc-jsbn@0.1.1
80607 silly build underscore@1.4.4
80608 info linkStuff underscore@1.4.4
80609 silly linkStuff underscore@1.4.4 has C:\Users\Ron\desktop\swiftsrv\node_modules\jshint\node_modules as its parent node_modules
80610 verbose linkBins underscore@1.4.4
80611 verbose linkMans underscore@1.4.4
80612 silly build json-schema@0.2.2
80613 info linkStuff json-schema@0.2.2
80614 silly linkStuff json-schema@0.2.2 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80615 verbose linkBins json-schema@0.2.2
80616 verbose linkMans json-schema@0.2.2
80617 silly build json-stringify-safe@5.0.1
80618 info linkStuff json-stringify-safe@5.0.1
80619 silly linkStuff json-stringify-safe@5.0.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80620 verbose linkBins json-stringify-safe@5.0.1
80621 verbose linkMans json-stringify-safe@5.0.1
80622 silly build json3@3.2.6
80623 info linkStuff json3@3.2.6
80624 silly linkStuff json3@3.2.6 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80625 verbose linkBins json3@3.2.6
80626 verbose linkMans json3@3.2.6
80627 silly build jsonify@0.0.0
80628 info linkStuff jsonify@0.0.0
80629 silly linkStuff jsonify@0.0.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80630 verbose linkBins jsonify@0.0.0
80631 verbose linkMans jsonify@0.0.0
80632 silly build jsonpointer@2.0.0
80633 info linkStuff jsonpointer@2.0.0
80634 silly linkStuff jsonpointer@2.0.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80635 verbose linkBins jsonpointer@2.0.0
80636 verbose linkMans jsonpointer@2.0.0
80637 silly build base64url@0.0.6
80638 info linkStuff base64url@0.0.6
80639 silly linkStuff base64url@0.0.6 has C:\Users\Ron\desktop\swiftsrv\node_modules\jwa\node_modules as its parent node_modules
80640 verbose linkBins base64url@0.0.6
80641 verbose linkMans base64url@0.0.6
80642 silly build jwa@1.0.2
80643 info linkStuff jwa@1.0.2
80644 silly linkStuff jwa@1.0.2 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80645 verbose linkBins jwa@1.0.2
80646 verbose linkMans jwa@1.0.2
80647 silly build jwt-simple@0.4.1
80648 info linkStuff jwt-simple@0.4.1
80649 silly linkStuff jwt-simple@0.4.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80650 verbose linkBins jwt-simple@0.4.1
80651 verbose linkMans jwt-simple@0.4.1
80652 silly build kareem@1.1.3
80653 info linkStuff kareem@1.1.3
80654 silly linkStuff kareem@1.1.3 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80655 verbose linkBins kareem@1.1.3
80656 verbose linkMans kareem@1.1.3
80657 silly build karma-chai@0.1.0
80658 info linkStuff karma-chai@0.1.0
80659 silly linkStuff karma-chai@0.1.0 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80660 verbose linkBins karma-chai@0.1.0
80661 verbose linkMans karma-chai@0.1.0
80662 silly build which@1.2.10
80663 info linkStuff which@1.2.10
80664 silly linkStuff which@1.2.10 has C:\Users\Ron\desktop\swiftsrv\node_modules\karma-chrome-launcher\node_modules as its parent node_modules
80665 verbose linkBins which@1.2.10
80666 verbose link bins [ { which: './bin/which' },
80666 verbose link bins   'C:\\Users\\Ron\\desktop\\swiftsrv\\node_modules\\karma-chrome-launcher\\node_modules\\.bin',
80666 verbose link bins   false ]
80667 verbose linkMans which@1.2.10
80668 silly build karma-mocha@1.1.1
80669 info linkStuff karma-mocha@1.1.1
80670 silly linkStuff karma-mocha@1.1.1 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80671 verbose linkBins karma-mocha@1.1.1
80672 verbose linkMans karma-mocha@1.1.1
80673 silly build karma-sinon@1.0.5
80674 info linkStuff karma-sinon@1.0.5
80675 silly linkStuff karma-sinon@1.0.5 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
80676 verbose linkBins karma-sinon@1.0.5
80677 verbose linkMans karma-sinon@1.0.5
80678 silly build karma-unicorn-reporter@0.1.4
80679 info linkStuff karma-unicorn-reporter@0.1.4
80680 silly linkStuff karma-unicorn-reporter@0.1.4 has C:\Users\Ron\desktop\swiftsrv\node_modules as its parent node_modules
